gml_id,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,orgc_value,orgc_value_avg,orgc_method,orgc_date,orgc_dataset_id,orgc_profile_code,orgc_licence
wosis_latest_orgc.37301,"68611","37301",Uruguay,"92","130",B23,"0",{1:1.20},1.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0017,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37302,"68611","37302",Uruguay,"130","150",B3,"0",{1:0.60},0.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0017,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37414,"68640","37414",Uruguay,"0","25",A11,"0",{1:12.50},12.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0001,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37415,"68640","37415",Uruguay,"25","49",A12,"0",{1:9.70},9.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0001,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37416,"68640","37416",Uruguay,"49","59",B2t,"0",{1:10.40},10.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0001,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37417,"68640","37417",Uruguay,"59","99",IIB3,"0",{1:3.70},3.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0001,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37418,"68640","37418",Uruguay,"99","114",,"0",{1:1.90},1.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0001,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37419,"68641","37419",Uruguay,"0","14",A11,"0",{1:11.10},11.1,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37420,"68641","37420",Uruguay,"14","38",A12,"0",{1:9.60},9.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37421,"68641","37421",Uruguay,"38","48",B2,"0",{1:10.00},10,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37422,"68641","37422",Uruguay,"48","62",B3,"0",{1:6.70},6.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37423,"68641","37423",Uruguay,"62","77",IIC,"0",{1:2.40},2.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37425,"68643","37425",Uruguay,"0","35",A11,"0",{1:2.10},2.1,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37426,"68643","37426",Uruguay,"35","50",A12,"0",{1:1.40},1.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37427,"68643","37427",Uruguay,"50","110",A2,"0",{1:0.40},0.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37428,"68643","37428",Uruguay,"110","160",IIB2t,"0",{1:0.90},0.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37429,"68643","37429",Uruguay,"160","195",IIB3,"0",{1:0.60},0.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37430,"68643","37430",Uruguay,"195","210",IIC,"0",{1:0.20},0.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37431,"68644","37431",Uruguay,"0","30",A1,"0",{1:15.80},15.8,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0005,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37432,"68644","37432",Uruguay,"30","55",IIC1,"0",{1:8.20},8.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0005,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37433,"68644","37433",Uruguay,"55","70",IIIC2,"0",{1:5.20},5.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0005,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37434,"68645","37434",Uruguay,"0","65","1","0",{1:22.60},22.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37435,"68645","37435",Uruguay,"65","110","2","0",{1:12.50},12.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37436,"68645","37436",Uruguay,"110","150","3","0",{1:20.60},20.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37437,"68645","37437",Uruguay,"150","190","4","0",{1:5.90},5.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37438,"68645","37438",Uruguay,"190","210","5","0",{1:4.90},4.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37439,"68646","37439",Uruguay,"0","10",A11,"0",{1:18.30},18.3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0008,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37440,"68646","37440",Uruguay,"10","25",A12,"0",{1:6.80},6.8,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0008,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37441,"68646","37441",Uruguay,"25","60",A13,"0",{1:4.20},4.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0008,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37442,"68646","37442",Uruguay,"60","80",IIB2,"0",{1:0.90},0.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0008,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37443,"68646","37443",Uruguay,"80","95",IIIC1g,"0",{1:0.60},0.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0008,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37444,"68646","37444",Uruguay,"95","110",IVC2g,"0",{1:0.60},0.6,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0008,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37445,"68647","37445",Uruguay,"0","15",A1,"0",{1:54.00},54,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0009,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37446,"68647","37446",Uruguay,"15","40",A3,"0",{1:23.40},23.4,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0009,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37447,"68647","37447",Uruguay,"40","85",B2,"0",{1:7.50},7.5,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0009,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37448,"68647","37448",Uruguay,"85","115",B3g,"0",{1:2.30},2.3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0009,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37451,"68648","37451",Uruguay,"0","17",A1,"0",{1:31.30},31.3,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0010,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37452,"68648","37452",Uruguay,"17","25",,"0",{1:31.90},31.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0010,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37453,"68649","37453",Uruguay,"0","20",A1,"0",{1:14.20},14.2,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0011,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37454,"68650","37454",Uruguay,"0","15",A11,"0",{1:30.70},30.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0012,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37455,"68650","37455",Uruguay,"15","30",A12,"0",{1:18.00},18,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0012,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37456,"68651","37456",Uruguay,"0","25",A11,"0",{1:10.70},10.7,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0013,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_orgc.37457,"68651","37457",Uruguay,"25","47",A12,"0",{1:7.90},7.9,"{""1:calculation = default correction factor for recovery of 1.3 - assumed, detection = titrimetric, reaction = wet oxidation with Sulphuric acid [H2SO4] - Potassiumbichromate [K2Cr2O7] (and Phosphoric acid [H3PO4]) mixture, sample pretreatment = sieved over 2 mm sieve, temperature = no external heat, treatment = not specified""}",{1:????-??-??},WD-WISE,UY0013,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
